sample_id,species,relative_abundance,data_source,kefir type,group
TG_ID053_ML_T6_S115,Lactobacillus helveticus,50.6479,This study,ML,milk
TG_ID053_ML_T6_S115,Lactobacillus helveticus,50.6479,This study,ML,milk
TG_ID053_ML_T6_S115,Lactobacillus helveticus,50.6479,This study,ML,milk
TG_ID054_MG_T2_S151,Lactobacillus helveticus,30.9017,This study,MG,milk
TG_ID054_MG_T2_S151,Lactobacillus helveticus,30.9017,This study,MG,milk
TG_ID054_MG_T2_S151,Lactobacillus helveticus,30.9017,This study,MG,milk
TG_ID054_MG_T2_S151,Lactobacillus helveticus,30.9017,This study,MG,milk
TG_ID054_MG_T2_S151,Lactobacillus helveticus,30.9017,This study,MG,milk
TG_ID054_MG_T2_S151,Lactobacillus helveticus,30.9017,This study,MG,milk
TG_ID054_MG_T3_S383,Lactobacillus kefiranofaciens,48.8652,This study,MG,milk
TG_ID054_MG_T3_S383,Lactobacillus kefiranofaciens,48.8652,This study,MG,milk
TG_ID054_MG_T4_S57,Lactobacillus kefiranofaciens,44.7979,This study,MG,milk
TG_ID054_MG_T4_S57,Lactobacillus kefiranofaciens,44.7979,This study,MG,milk
TG_ID054_MG_T4_S57,Lactobacillus kefiranofaciens,44.7979,This study,MG,milk
TG_ID054_MG_T4_S57,Lactobacillus kefiranofaciens,44.7979,This study,MG,milk
TG_ID054_MG_T5_S93,Lactobacillus kefiranofaciens,40.6954,This study,MG,milk
TG_ID054_MG_T5_S93,Lactobacillus kefiranofaciens,40.6954,This study,MG,milk
TG_ID054_MG_T5_S93,Lactobacillus kefiranofaciens,40.6954,This study,MG,milk
TG_ID054_MG_T5_S93,Lactobacillus kefiranofaciens,40.6954,This study,MG,milk
TG_ID054_MG_T5_S93,Lactobacillus kefiranofaciens,40.6954,This study,MG,milk
TG_ID054_MG_T5_S93,Lactobacillus kefiranofaciens,40.6954,This study,MG,milk
TG_ID054_MG_T6_S22,Lactobacillus kefiranofaciens,45.4736,This study,MG,milk
TG_ID054_MG_T6_S22,Lactobacillus kefiranofaciens,45.4736,This study,MG,milk
TG_ID054_MG_T6_S22,Lactobacillus kefiranofaciens,45.4736,This study,MG,milk
TG_ID054_MG_T6_S22,Lactobacillus kefiranofaciens,45.4736,This study,MG,milk
TG_ID054_MG_T6_S22,Lactobacillus kefiranofaciens,45.4736,This study,MG,milk
TG_ID054_MG_T6_S22,Lactobacillus kefiranofaciens,45.4736,This study,MG,milk
TG_ID054_ML_T2_S163,Lactococcus cremoris,16.3673,This study,ML,milk
TG_ID054_ML_T2_S163,Lactococcus cremoris,16.3673,This study,ML,milk
TG_ID054_ML_T2_S163,Lactococcus cremoris,16.3673,This study,ML,milk
TG_ID054_ML_T2_S163,Lactococcus cremoris,16.3673,This study,ML,milk
TG_ID054_ML_T2_S163,Lactococcus cremoris,16.3673,This study,ML,milk
TG_ID054_ML_T2_S163,Lactococcus cremoris,16.3673,This study,ML,milk
TG_ID054_ML_T3_S360,Lactococcus cremoris,41.7201,This study,ML,milk
TG_ID054_ML_T3_S360,Lactococcus cremoris,41.7201,This study,ML,milk
TG_ID054_ML_T4_S58,Lactococcus cremoris,25.9429,This study,ML,milk
TG_ID054_ML_T4_S58,Lactococcus cremoris,25.9429,This study,ML,milk
TG_ID054_ML_T4_S58,Lactococcus cremoris,25.9429,This study,ML,milk
TG_ID054_ML_T4_S58,Lactococcus cremoris,25.9429,This study,ML,milk
TG_ID054_ML_T5_S10,Lactococcus cremoris,53.4688,This study,ML,milk
TG_ID054_ML_T5_S10,Lactococcus cremoris,53.4688,This study,ML,milk
TG_ID054_ML_T5_S10,Lactococcus cremoris,53.4688,This study,ML,milk
TG_ID054_ML_T5_S10,Lactococcus cremoris,53.4688,This study,ML,milk
TG_ID054_ML_T5_S10,Lactococcus cremoris,53.4688,This study,ML,milk
TG_ID054_ML_T5_S10,Lactococcus cremoris,53.4688,This study,ML,milk
TG_ID054_ML_T6_S34,Lactococcus cremoris,52.9203,This study,ML,milk
TG_ID054_ML_T6_S34,Lactococcus cremoris,52.9203,This study,ML,milk
TG_ID054_ML_T6_S34,Lactococcus cremoris,52.9203,This study,ML,milk
TG_ID054_ML_T6_S34,Lactococcus cremoris,52.9203,This study,ML,milk
TG_ID054_ML_T6_S34,Lactococcus cremoris,52.9203,This study,ML,milk
TG_ID054_ML_T6_S34,Lactococcus cremoris,52.9203,This study,ML,milk
TG_ID056_WG_T1_S11,Lentilactobacillus hilgardii,20.7776,This study,WG,water
TG_ID056_WG_T1_S11,Lentilactobacillus hilgardii,20.7776,This study,WG,water
TG_ID056_WG_T1_S11,Lentilactobacillus hilgardii,20.7776,This study,WG,water
TG_ID056_WG_T1_S11,Lentilactobacillus hilgardii,20.7776,This study,WG,water
TG_ID056_WG_T1_S11,Lentilactobacillus hilgardii,20.7776,This study,WG,water
TG_ID056_WG_T1_S11,Lentilactobacillus hilgardii,20.7776,This study,WG,water
TG_ID056_WG_T2_S35,Lentilactobacillus hilgardii,9.02979,This study,WG,water
TG_ID056_WG_T2_S35,Lentilactobacillus hilgardii,9.02979,This study,WG,water
TG_ID056_WG_T2_S35,Lentilactobacillus hilgardii,9.02979,This study,WG,water
TG_ID056_WG_T2_S35,Lentilactobacillus hilgardii,9.02979,This study,WG,water
TG_ID056_WG_T2_S35,Lentilactobacillus hilgardii,9.02979,This study,WG,water
TG_ID056_WG_T2_S35,Lentilactobacillus hilgardii,9.02979,This study,WG,water
TG_ID056_WG_T3_S59,Lentilactobacillus hilgardii,18.4029,This study,WG,water
TG_ID056_WG_T3_S59,Lentilactobacillus hilgardii,18.4029,This study,WG,water
TG_ID056_WG_T3_S59,Lentilactobacillus hilgardii,18.4029,This study,WG,water
TG_ID056_WG_T3_S59,Lentilactobacillus hilgardii,18.4029,This study,WG,water
TG_ID056_WG_T3_S59,Lentilactobacillus hilgardii,18.4029,This study,WG,water
TG_ID056_WG_T3_S59,Lentilactobacillus hilgardii,18.4029,This study,WG,water
TG_ID056_WG_T4_S33,Lentilactobacillus hilgardii,16.4652,This study,WG,water
TG_ID056_WG_T4_S33,Lentilactobacillus hilgardii,16.4652,This study,WG,water
TG_ID056_WG_T4_S33,Lentilactobacillus hilgardii,16.4652,This study,WG,water
TG_ID056_WG_T4_S33,Lentilactobacillus hilgardii,16.4652,This study,WG,water
TG_ID056_WG_T5_S83,Lacticaseibacillus paracasei,7.34851,This study,WG,water
TG_ID056_WG_T5_S83,Lacticaseibacillus paracasei,7.34851,This study,WG,water
TG_ID056_WG_T5_S83,Lacticaseibacillus paracasei,7.34851,This study,WG,water
TG_ID056_WG_T5_S83,Lacticaseibacillus paracasei,7.34851,This study,WG,water
TG_ID056_WG_T5_S83,Lacticaseibacillus paracasei,7.34851,This study,WG,water
TG_ID056_WG_T5_S83,Lacticaseibacillus paracasei,7.34851,This study,WG,water
TG_ID056_WG_T6_S12,Lacticaseibacillus paracasei,3.18626,This study,WG,water
TG_ID056_WG_T6_S12,Lacticaseibacillus paracasei,3.18626,This study,WG,water
TG_ID056_WG_T6_S12,Lacticaseibacillus paracasei,3.18626,This study,WG,water
TG_ID056_WG_T6_S12,Lacticaseibacillus paracasei,3.18626,This study,WG,water
TG_ID056_WG_T6_S12,Lacticaseibacillus paracasei,3.18626,This study,WG,water
TG_ID056_WG_T6_S12,Lacticaseibacillus paracasei,3.18626,This study,WG,water
TG_ID056_WL_T1_S23,Carnobacterium maltaromaticum,25.1421,This study,WL,water
TG_ID056_WL_T1_S23,Carnobacterium maltaromaticum,25.1421,This study,WL,water
TG_ID056_WL_T1_S23,Carnobacterium maltaromaticum,25.1421,This study,WL,water
TG_ID056_WL_T1_S23,Carnobacterium maltaromaticum,25.1421,This study,WL,water
TG_ID056_WL_T1_S23,Carnobacterium maltaromaticum,25.1421,This study,WL,water
TG_ID056_WL_T1_S23,Carnobacterium maltaromaticum,25.1421,This study,WL,water
TG_ID056_WL_T2_S47,Carnobacterium maltaromaticum,7.39776,This study,WL,water
TG_ID056_WL_T2_S47,Carnobacterium maltaromaticum,7.39776,This study,WL,water
TG_ID056_WL_T2_S47,Carnobacterium maltaromaticum,7.39776,This study,WL,water
TG_ID056_WL_T2_S47,Carnobacterium maltaromaticum,7.39776,This study,WL,water
TG_ID056_WL_T2_S47,Carnobacterium maltaromaticum,7.39776,This study,WL,water
TG_ID056_WL_T2_S47,Carnobacterium maltaromaticum,7.39776,This study,WL,water
TG_ID056_WL_T3_S71,Gluconobacter oxydans,9.55237,This study,WL,water
TG_ID056_WL_T3_S71,Gluconobacter oxydans,9.55237,This study,WL,water
TG_ID056_WL_T3_S71,Gluconobacter oxydans,9.55237,This study,WL,water
TG_ID056_WL_T3_S71,Gluconobacter oxydans,9.55237,This study,WL,water
TG_ID056_WL_T3_S71,Gluconobacter oxydans,9.55237,This study,WL,water
TG_ID056_WL_T3_S71,Gluconobacter oxydans,9.55237,This study,WL,water
TG_ID056_WL_T4_S34,Pseudomonas putida,16.8481,This study,WL,water
TG_ID056_WL_T4_S34,Pseudomonas putida,16.8481,This study,WL,water
TG_ID056_WL_T4_S34,Pseudomonas putida,16.8481,This study,WL,water
TG_ID056_WL_T4_S34,Pseudomonas putida,16.8481,This study,WL,water
TG_ID056_WL_T5_S95,Gluconobacter oxydans,1.95543,This study,WL,water
TG_ID056_WL_T5_S95,Gluconobacter oxydans,1.95543,This study,WL,water
TG_ID056_WL_T5_S95,Gluconobacter oxydans,1.95543,This study,WL,water
TG_ID056_WL_T5_S95,Gluconobacter oxydans,1.95543,This study,WL,water
TG_ID056_WL_T5_S95,Gluconobacter oxydans,1.95543,This study,WL,water
TG_ID056_WL_T5_S95,Gluconobacter oxydans,1.95543,This study,WL,water
TG_ID056_WL_T6_S24,Veillonella parvula,10.6218,This study,WL,water
TG_ID056_WL_T6_S24,Veillonella parvula,10.6218,This study,WL,water
TG_ID056_WL_T6_S24,Veillonella parvula,10.6218,This study,WL,water
TG_ID056_WL_T6_S24,Veillonella parvula,10.6218,This study,WL,water
TG_ID056_WL_T6_S24,Veillonella parvula,10.6218,This study,WL,water
TG_ID056_WL_T6_S24,Veillonella parvula,10.6218,This study,WL,water
TG_ID058_WG_T1_S2,Lentilactobacillus hilgardii,22.3347,This study,WG,water
TG_ID058_WG_T1_S2,Lentilactobacillus hilgardii,22.3347,This study,WG,water
TG_ID058_WG_T1_S2,Lentilactobacillus hilgardii,22.3347,This study,WG,water
TG_ID058_WG_T1_S2,Lentilactobacillus hilgardii,22.3347,This study,WG,water
TG_ID058_WG_T1_S352,Lentilactobacillus hilgardii,21.9119,This study,WG,water
TG_ID058_WG_T1_S352,Lentilactobacillus hilgardii,21.9119,This study,WG,water
TG_ID058_WG_T3_S36,Lentilactobacillus hilgardii,22.1192,This study,WG,water
TG_ID058_WG_T3_S36,Lentilactobacillus hilgardii,22.1192,This study,WG,water
TG_ID058_WG_T3_S36,Lentilactobacillus hilgardii,22.1192,This study,WG,water
TG_ID058_WG_T3_S36,Lentilactobacillus hilgardii,22.1192,This study,WG,water
TG_ID058_WG_T3_S36,Lentilactobacillus hilgardii,22.1192,This study,WG,water
TG_ID058_WG_T3_S36,Lentilactobacillus hilgardii,22.1192,This study,WG,water
TG_ID058_WG_T4_S35,Lentilactobacillus hilgardii,21.3567,This study,WG,water
TG_ID058_WG_T4_S35,Lentilactobacillus hilgardii,21.3567,This study,WG,water
TG_ID058_WG_T4_S35,Lentilactobacillus hilgardii,21.3567,This study,WG,water
TG_ID058_WG_T4_S35,Lentilactobacillus hilgardii,21.3567,This study,WG,water
TG_ID058_WG_T5_S60,Lentilactobacillus hilgardii,10.6997,This study,WG,water
TG_ID058_WG_T5_S60,Lentilactobacillus hilgardii,10.6997,This study,WG,water
TG_ID058_WG_T5_S60,Lentilactobacillus hilgardii,10.6997,This study,WG,water
TG_ID058_WG_T5_S60,Lentilactobacillus hilgardii,10.6997,This study,WG,water
TG_ID058_WG_T5_S60,Lentilactobacillus hilgardii,10.6997,This study,WG,water
TG_ID058_WG_T5_S60,Lentilactobacillus hilgardii,10.6997,This study,WG,water
TG_ID058_WG_T6_S84,Lentilactobacillus hilgardii,13.6761,This study,WG,water
TG_ID058_WG_T6_S84,Lentilactobacillus hilgardii,13.6761,This study,WG,water
TG_ID058_WG_T6_S84,Lentilactobacillus hilgardii,13.6761,This study,WG,water
TG_ID058_WG_T6_S84,Lentilactobacillus hilgardii,13.6761,This study,WG,water
TG_ID058_WG_T6_S84,Lentilactobacillus hilgardii,13.6761,This study,WG,water
TG_ID058_WG_T6_S84,Lentilactobacillus hilgardii,13.6761,This study,WG,water
TG_ID058_WL_T1_S376,Lacticaseibacillus paracasei,9.95575,This study,WL,water
TG_ID058_WL_T1_S376,Lacticaseibacillus paracasei,9.95575,This study,WL,water
TG_ID058_WL_T3_S48,Lentilactobacillus hilgardii,8.6538,This study,WL,water
TG_ID058_WL_T3_S48,Lentilactobacillus hilgardii,8.6538,This study,WL,water
TG_ID058_WL_T3_S48,Lentilactobacillus hilgardii,8.6538,This study,WL,water
TG_ID058_WL_T3_S48,Lentilactobacillus hilgardii,8.6538,This study,WL,water
TG_ID058_WL_T3_S48,Lentilactobacillus hilgardii,8.6538,This study,WL,water
TG_ID058_WL_T3_S48,Lentilactobacillus hilgardii,8.6538,This study,WL,water
TG_ID058_WL_T4_S36,Lentilactobacillus hilgardii,9.65039,This study,WL,water
TG_ID058_WL_T4_S36,Lentilactobacillus hilgardii,9.65039,This study,WL,water
TG_ID058_WL_T4_S36,Lentilactobacillus hilgardii,9.65039,This study,WL,water
TG_ID058_WL_T4_S36,Lentilactobacillus hilgardii,9.65039,This study,WL,water
TG_ID058_WL_T5_S72,Lentilactobacillus hilgardii,3.24028,This study,WL,water
TG_ID058_WL_T5_S72,Lentilactobacillus hilgardii,3.24028,This study,WL,water
TG_ID058_WL_T5_S72,Lentilactobacillus hilgardii,3.24028,This study,WL,water
TG_ID058_WL_T5_S72,Lentilactobacillus hilgardii,3.24028,This study,WL,water
TG_ID058_WL_T5_S72,Lentilactobacillus hilgardii,3.24028,This study,WL,water
TG_ID058_WL_T5_S72,Lentilactobacillus hilgardii,3.24028,This study,WL,water
TG_ID058_WL_T6_S96,Lentilactobacillus hilgardii,6.46578,This study,WL,water
TG_ID058_WL_T6_S96,Lentilactobacillus hilgardii,6.46578,This study,WL,water
TG_ID058_WL_T6_S96,Lentilactobacillus hilgardii,6.46578,This study,WL,water
TG_ID058_WL_T6_S96,Lentilactobacillus hilgardii,6.46578,This study,WL,water
TG_ID058_WL_T6_S96,Lentilactobacillus hilgardii,6.46578,This study,WL,water
TG_ID058_WL_T6_S96,Lentilactobacillus hilgardii,6.46578,This study,WL,water
TG_ID060_WG_T2_S175,Lentilactobacillus hilgardii,0.926294,This study,WG,water
TG_ID060_WG_T2_S175,Lentilactobacillus hilgardii,0.926294,This study,WG,water
TG_ID060_WG_T2_S175,Lentilactobacillus hilgardii,0.926294,This study,WG,water
TG_ID060_WG_T2_S175,Lentilactobacillus hilgardii,0.926294,This study,WG,water
TG_ID060_WG_T2_S175,Lentilactobacillus hilgardii,0.926294,This study,WG,water
TG_ID060_WG_T2_S175,Lentilactobacillus hilgardii,0.926294,This study,WG,water
TG_ID060_WG_T3_S97,Lentilactobacillus hilgardii,2.44683,This study,WG,water
TG_ID060_WG_T3_S97,Lentilactobacillus hilgardii,2.44683,This study,WG,water
TG_ID060_WG_T3_S97,Lentilactobacillus hilgardii,2.44683,This study,WG,water
TG_ID060_WG_T3_S97,Lentilactobacillus hilgardii,2.44683,This study,WG,water
TG_ID060_WG_T3_S97,Lentilactobacillus hilgardii,2.44683,This study,WG,water
TG_ID060_WG_T3_S97,Lentilactobacillus hilgardii,2.44683,This study,WG,water
TG_ID060_WG_T6_S121,Clostridium beijerinckii,3.7432,This study,WG,water
TG_ID060_WG_T6_S121,Clostridium beijerinckii,3.7432,This study,WG,water
TG_ID060_WG_T6_S121,Clostridium beijerinckii,3.7432,This study,WG,water
TG_ID060_WG_T6_S121,Clostridium beijerinckii,3.7432,This study,WG,water
TG_ID060_WG_T6_S121,Clostridium beijerinckii,3.7432,This study,WG,water
TG_ID060_WG_T6_S121,Clostridium beijerinckii,3.7432,This study,WG,water
TG_ID060_WL_T2_S187,Lelliottia amnigena,0.898656,This study,WL,water
TG_ID060_WL_T2_S187,Lelliottia amnigena,0.898656,This study,WL,water
TG_ID060_WL_T2_S187,Lelliottia amnigena,0.898656,This study,WL,water
TG_ID060_WL_T2_S187,Lelliottia amnigena,0.898656,This study,WL,water
TG_ID060_WL_T2_S187,Lelliottia amnigena,0.898656,This study,WL,water
TG_ID060_WL_T2_S187,Lelliottia amnigena,0.898656,This study,WL,water
TG_ID060_WL_T3_S109,Acinetobacter johnsonii,11.8801,This study,WL,water
TG_ID060_WL_T3_S109,Acinetobacter johnsonii,11.8801,This study,WL,water
TG_ID060_WL_T3_S109,Acinetobacter johnsonii,11.8801,This study,WL,water
TG_ID060_WL_T3_S109,Acinetobacter johnsonii,11.8801,This study,WL,water
TG_ID060_WL_T3_S109,Acinetobacter johnsonii,11.8801,This study,WL,water
TG_ID060_WL_T3_S109,Acinetobacter johnsonii,11.8801,This study,WL,water
TG_ID061_WG_T1_S364,Lentilactobacillus hilgardii,5.61176,This study,WG,water
TG_ID061_WG_T1_S364,Lentilactobacillus hilgardii,5.61176,This study,WG,water
TG_ID061_WG_T2_S355,Lacticaseibacillus paracasei,42.3551,This study,WG,water
TG_ID061_WG_T2_S355,Lacticaseibacillus paracasei,42.3551,This study,WG,water
TG_ID061_WG_T3_S104,Lacticaseibacillus paracasei,60.412,This study,WG,water
TG_ID061_WG_T3_S104,Lacticaseibacillus paracasei,60.412,This study,WG,water
TG_ID061_WG_T3_S104,Lacticaseibacillus paracasei,60.412,This study,WG,water
TG_ID061_WG_T3_S104,Lacticaseibacillus paracasei,60.412,This study,WG,water
TG_ID061_WG_T3_S104,Lacticaseibacillus paracasei,60.412,This study,WG,water
TG_ID061_WG_T3_S104,Lacticaseibacillus paracasei,60.412,This study,WG,water
TG_ID061_WG_T4_S37,Lacticaseibacillus paracasei,48.8014,This study,WG,water
TG_ID061_WG_T4_S37,Lacticaseibacillus paracasei,48.8014,This study,WG,water
TG_ID061_WG_T4_S37,Lacticaseibacillus paracasei,48.8014,This study,WG,water
TG_ID061_WG_T4_S37,Lacticaseibacillus paracasei,48.8014,This study,WG,water
TG_ID061_WG_T5_S133,Lacticaseibacillus paracasei,62.8117,This study,WG,water
TG_ID061_WG_T5_S133,Lacticaseibacillus paracasei,62.8117,This study,WG,water
TG_ID061_WG_T5_S133,Lacticaseibacillus paracasei,62.8117,This study,WG,water
TG_ID061_WG_T5_S133,Lacticaseibacillus paracasei,62.8117,This study,WG,water
TG_ID061_WG_T5_S133,Lacticaseibacillus paracasei,62.8117,This study,WG,water
TG_ID061_WG_T5_S133,Lacticaseibacillus paracasei,62.8117,This study,WG,water
TG_ID061_WG_T6_S157,Lacticaseibacillus paracasei,49.0623,This study,WG,water
TG_ID061_WG_T6_S157,Lacticaseibacillus paracasei,49.0623,This study,WG,water
TG_ID061_WG_T6_S157,Lacticaseibacillus paracasei,49.0623,This study,WG,water
TG_ID061_WG_T6_S157,Lacticaseibacillus paracasei,49.0623,This study,WG,water
TG_ID061_WG_T6_S157,Lacticaseibacillus paracasei,49.0623,This study,WG,water
TG_ID061_WG_T6_S157,Lacticaseibacillus paracasei,49.0623,This study,WG,water
TG_ID061_WL_T2_S309,Lacticaseibacillus paracasei,20.0324,This study,WL,water
TG_ID061_WL_T2_S309,Lacticaseibacillus paracasei,20.0324,This study,WL,water
TG_ID061_WL_T3_S116,Lacticaseibacillus paracasei,24.9284,This study,WL,water
TG_ID061_WL_T3_S116,Lacticaseibacillus paracasei,24.9284,This study,WL,water
TG_ID061_WL_T3_S116,Lacticaseibacillus paracasei,24.9284,This study,WL,water
TG_ID061_WL_T3_S116,Lacticaseibacillus paracasei,24.9284,This study,WL,water
TG_ID061_WL_T3_S116,Lacticaseibacillus paracasei,24.9284,This study,WL,water
TG_ID061_WL_T3_S116,Lacticaseibacillus paracasei,24.9284,This study,WL,water
TG_ID061_WL_T4_S38,Lacticaseibacillus paracasei,27.7156,This study,WL,water
TG_ID061_WL_T4_S38,Lacticaseibacillus paracasei,27.7156,This study,WL,water
TG_ID061_WL_T4_S38,Lacticaseibacillus paracasei,27.7156,This study,WL,water
TG_ID061_WL_T4_S38,Lacticaseibacillus paracasei,27.7156,This study,WL,water
TG_ID061_WL_T5_S145,Lacticaseibacillus paracasei,27.4543,This study,WL,water
TG_ID061_WL_T5_S145,Lacticaseibacillus paracasei,27.4543,This study,WL,water
TG_ID061_WL_T5_S145,Lacticaseibacillus paracasei,27.4543,This study,WL,water
TG_ID061_WL_T5_S145,Lacticaseibacillus paracasei,27.4543,This study,WL,water
TG_ID061_WL_T5_S145,Lacticaseibacillus paracasei,27.4543,This study,WL,water
TG_ID061_WL_T5_S145,Lacticaseibacillus paracasei,27.4543,This study,WL,water
TG_ID061_WL_T6_S169,Lacticaseibacillus paracasei,42.0785,This study,WL,water
TG_ID061_WL_T6_S169,Lacticaseibacillus paracasei,42.0785,This study,WL,water
TG_ID061_WL_T6_S169,Lacticaseibacillus paracasei,42.0785,This study,WL,water
TG_ID061_WL_T6_S169,Lacticaseibacillus paracasei,42.0785,This study,WL,water
TG_ID061_WL_T6_S169,Lacticaseibacillus paracasei,42.0785,This study,WL,water
TG_ID061_WL_T6_S169,Lacticaseibacillus paracasei,42.0785,This study,WL,water
TG_ID062_WG_T1_S128,Lentilactobacillus hilgardii,12.5899,This study,WG,water
TG_ID062_WG_T1_S128,Lentilactobacillus hilgardii,12.5899,This study,WG,water
TG_ID062_WG_T1_S128,Lentilactobacillus hilgardii,12.5899,This study,WG,water
TG_ID062_WG_T1_S128,Lentilactobacillus hilgardii,12.5899,This study,WG,water
TG_ID062_WG_T1_S128,Lentilactobacillus hilgardii,12.5899,This study,WG,water
TG_ID062_WG_T1_S128,Lentilactobacillus hilgardii,12.5899,This study,WG,water
TG_ID062_WG_T2_S320,Lentilactobacillus hilgardii,4.33928,This study,WG,water
TG_ID062_WG_T2_S320,Lentilactobacillus hilgardii,4.33928,This study,WG,water
TG_ID062_WG_T3_S181,Lentilactobacillus hilgardii,1.3616,This study,WG,water
TG_ID062_WG_T3_S181,Lentilactobacillus hilgardii,1.3616,This study,WG,water
TG_ID062_WG_T3_S181,Lentilactobacillus hilgardii,1.3616,This study,WG,water
TG_ID062_WG_T3_S181,Lentilactobacillus hilgardii,1.3616,This study,WG,water
TG_ID062_WG_T3_S181,Lentilactobacillus hilgardii,1.3616,This study,WG,water
TG_ID062_WG_T3_S181,Lentilactobacillus hilgardii,1.3616,This study,WG,water
TG_ID062_WL_T1_S140,Zymomonas mobilis,2.11304,This study,WL,water
TG_ID062_WL_T1_S140,Zymomonas mobilis,2.11304,This study,WL,water
TG_ID062_WL_T1_S140,Zymomonas mobilis,2.11304,This study,WL,water
TG_ID062_WL_T1_S140,Zymomonas mobilis,2.11304,This study,WL,water
TG_ID062_WL_T1_S140,Zymomonas mobilis,2.11304,This study,WL,water
TG_ID062_WL_T1_S140,Zymomonas mobilis,2.11304,This study,WL,water
TG_ID062_WL_T2_S321,Lacticaseibacillus paracasei,1.0945,This study,WL,water
TG_ID062_WL_T2_S321,Lacticaseibacillus paracasei,1.0945,This study,WL,water
TG_ID062_WL_T3_S98,Lacticaseibacillus paracasei,0.356839,This study,WL,water
TG_ID062_WL_T3_S98,Lacticaseibacillus paracasei,0.356839,This study,WL,water
TG_ID062_WL_T3_S98,Lacticaseibacillus paracasei,0.356839,This study,WL,water
TG_ID062_WL_T3_S98,Lacticaseibacillus paracasei,0.356839,This study,WL,water
TG_ID062_WL_T3_S98,Lacticaseibacillus paracasei,0.356839,This study,WL,water
TG_ID062_WL_T3_S98,Lacticaseibacillus paracasei,0.356839,This study,WL,water
TG_ID069_WG_T1_S105,Lacticaseibacillus paracasei,21.1539,This study,WG,water
TG_ID069_WG_T1_S105,Lacticaseibacillus paracasei,21.1539,This study,WG,water
TG_ID069_WG_T1_S105,Lacticaseibacillus paracasei,21.1539,This study,WG,water
TG_ID069_WG_T1_S105,Lacticaseibacillus paracasei,21.1539,This study,WG,water
TG_ID070_WG_T1_S188,Lentilactobacillus hilgardii,19.7792,This study,WG,water
TG_ID070_WG_T1_S188,Lentilactobacillus hilgardii,19.7792,This study,WG,water
TG_ID070_WG_T1_S188,Lentilactobacillus hilgardii,19.7792,This study,WG,water
