sample_id,Lactococcus lactis subsp. lactis,Alicyclobacillus acidocaldarius subsp. acidocaldarius,Bifidobacterium longum subsp. longum,Leuconostoc mesenteroides subsp. mesenteroides,Salmonella enterica subsp. enterica,Pseudomonas chlororaphis subsp. aurantiaca,Streptococcus dysgalactiae subsp. equisimilis,Staphylococcus hominis subsp. hominis,Bifidobacterium animalis subsp. lactis,Mycobacterium avium subsp. hominissuis,Pseudomonas chlororaphis subsp. aureofaciens,Pseudomonas chlororaphis subsp. piscium,Lactococcus cremoris subsp. cremoris,Legionella pneumophila subsp. fraseri,Cutibacterium acnes subsp. acnes,Lacticaseibacillus paracasei subsp. paracasei,Zymomonas mobilis subsp. mobilis,Enterobacter hormaechei subsp. xiangfangensis,Fusobacterium nucleatum subsp. animalis,Listeria ivanovii subsp. londoniensis,Bifidobacterium longum subsp. infantis,Photorhabdus laumondii subsp. laumondii,Treponema pallidum subsp. pallidum,Francisella tularensis subsp. novicida,Fibrobacter succinogenes subsp. succinogenes,Lactobacillus delbrueckii subsp. bulgaricus,Mycobacterium avium subsp. paratuberculosis,Mycoplasma mycoides subsp. mycoides,Aeromonas salmonicida subsp. salmonicida,Clavibacter michiganensis subsp. nebraskensis,Campylobacter fetus subsp. fetus,Campylobacter fetus subsp. venerealis,Clavibacter michiganensis subsp. michiganensis,Clavibacter michiganensis subsp. insidiosus,Photobacterium damselae subsp. piscicida,Streptococcus equi subsp. zooepidemicus,Mycoplasma mycoides subsp. capri,Mycoplasma capricolum subsp. capripneumoniae,Pasteurella multocida subsp. multocida,Streptococcus gallolyticus subsp. gallolyticus,Streptomyces lavendulae subsp. lavendulae,Salmonella enterica subsp. salamae,Klebsiella pneumoniae subsp. pneumoniae,Staphylococcus capitis subsp. capitis,Fusobacterium nucleatum subsp. nucleatum,Fusobacterium nucleatum subsp. polymorphum,Lactobacillus delbrueckii subsp. delbrueckii,Photobacterium damselae subsp. damselae,Campylobacter hyointestinalis subsp. hyointestinalis,Campylobacter hyointestinalis subsp. lawsonii,Legionella pneumophila subsp. pascullei,Legionella pneumophila subsp. pneumophila,Leuconostoc gelidum subsp. gasicomitatum,Francisella tularensis subsp. tularensis,Francisella tularensis subsp. holarctica,Streptomyces rimosus subsp. rimosus,Bacillus subtilis subsp. subtilis,Fusobacterium necrophorum subsp. funduliforme,Paenibacillus larvae subsp. larvae,Streptococcus equi subsp. equi,Fusobacterium nucleatum subsp. vincentii,Thermoclostridium stercorarium subsp. stercorarium,Morganella morganii subsp. morganii,Streptococcus constellatus subsp. pharyngis,Listeria ivanovii subsp. ivanovii,Mycobacterium intracellulare subsp. chimaera,Lactobacillus delbrueckii subsp. indicus,Enterobacter hormaechei subsp. steigerwaltii,Bifidobacterium animalis subsp. animalis,Streptomyces hygroscopicus subsp. jinggangensis,Mycobacteroides abscessus subsp. bolletii,Acetobacter pasteurianus subsp. pasteurianus,Campylobacter lari subsp. concheus,Proteus terrae subsp. cibarius,Bifidobacterium catenulatum subsp. kashiwanohense,Xylella fastidiosa subsp. fastidiosa,Xylella fastidiosa subsp. multiplex,Borreliella garinii subsp. bavariensis,Mycobacteroides abscessus subsp. abscessus,Campylobacter fetus subsp. testudinum,Campylobacter pinnipediorum subsp. pinnipediorum,Klebsiella quasipneumoniae subsp. quasipneumoniae,Enterobacter hormaechei subsp. hoffmannii,Clavibacter michiganensis subsp. capsici,Sphingopyxis terrae subsp. terrae,Alistipes onderdonkii subsp. vulgaris,Xylella fastidiosa subsp. morus,Bradyrhizobium barranii subsp. barranii,Campylobacter jejuni subsp. jejuni,Neisseria elongata subsp. glycolytica,Lacticaseibacillus paracasei subsp. tolerans,Campylobacter pinnipediorum subsp. caledonicus,Treponema socranskii subsp. buccale,Latilactobacillus sakei subsp. sakei,Lactiplantibacillus plantarum subsp. plantarum,Paenibacillus larvae subsp. pulvifaciens,Lactobacillus delbrueckii subsp. lactis,Enterobacter hormaechei subsp. oharae,Aeromonas salmonicida subsp. masoucida,Rickettsia conorii subsp. heilongjiangensis,Klebsiella quasipneumoniae subsp. similipneumoniae,Bradyrhizobium barranii subsp. apii,Lactobacillus kefiranofaciens subsp. kefiranofaciens,Pectobacterium carotovorum subsp. carotovorum,Xylella fastidiosa subsp. sandyi,Salmonella enterica subsp. houtenae,Mycobacterium intracellulare subsp. yongonense,Clavibacter michiganensis subsp. sepedonicus,Salmonella enterica subsp. diarizonae,Streptococcus infantarius subsp. infantarius,Bifidobacterium longum subsp. suillum,Mycobacterium avium subsp. avium,Vibrio tapetis subsp. tapetis,Actinosynnema pretiosum subsp. pretiosum,Yersinia enterocolitica subsp. enterocolitica,Desulfosarcina ovata subsp. sediminis,Mycobacteroides abscessus subsp. massiliense,Bacillus subtilis subsp. natto,Loigolactobacillus coryniformis subsp. torquens,Yersinia enterocolitica subsp. palearctica,Pantoea stewartii subsp. stewartii,Salmonella enterica subsp. arizonae,Ralstonia syzygii subsp. celebesensis,Lentilactobacillus buchneri subsp. silagei,Aeromonas hydrophila subsp. hydrophila,Zymomonas mobilis subsp. pomaceae,Limosilactobacillus reuteri subsp. reuteri,Leuconostoc mesenteroides subsp. dextranicum,Propionibacterium freudenreichii subsp. shermanii,Nocardiopsis dassonvillei subsp. dassonvillei,Lactobacillus kefiranofaciens subsp. kefirgranum,Carnobacterium inhibens subsp. gilichinskyi,Klebsiella variicola subsp. variicola,Clavibacter michiganensis subsp. tessellarius,Burkholderia ubonensis subsp. mesacidophila,Streptomyces griseus subsp. griseus,Yersinia pestis subsp. pestis,Streptomyces hygroscopicus subsp. limoneus,Enterobacter cloacae subsp. cloacae,Mycobacterium intracellulare subsp. intracellulare,Leuconostoc gelidum subsp. aenigmaticum,Beijerinckia indica subsp. indica
TG_ID083_WL_T1_S317,0.000934594,NA,9.62082e-05,0.00010079,0.00232274,3.20694e-05,0.000517692,NA,9.16269e-06,0.000155766,0.000517692,5.03948e-05,0.000242811,4.58134e-05,NA,0.24906,0.0239604,3.66508e-05,0.000196998,0.00030695,4.12321e-05,0.000755922,1.3744e-05,7.33015e-05,0.000439809,8.70455e-05,2.74881e-05,0.000719271,0.000201579,9.16269e-06,0.00044439,NA,NA,NA,9.16269e-06,0.0010812,0.00194249,0.000316113,3.20694e-05,0.000174091,5.49761e-05,6.87202e-05,2.74881e-05,NA,4.58134e-05,0.000155766,4.58134e-06,0.00120947,0.00010079,5.03948e-05,0.00023823,0.000183254,0.000348182,4.58134e-06,3.66508e-05,0.00030695,0.000357345,3.20694e-05,0.000123696,0.000114534,4.12321e-05,0.000288625,2.29067e-05,NA,0.000146603,9.16269e-06,NA,4.58134e-06,NA,0.000178672,NA,6.87202e-05,9.16269e-06,0.000256555,4.58134e-06,2.74881e-05,0.000132859,2.29067e-05,0.000155766,1.83254e-05,0.000178672,3.66508e-05,NA,NA,NA,1.83254e-05,5.95575e-05,NA,0.000274881,2.29067e-05,0.755399,9.16269e-06,0.000279462,NA,0.00460425,5.49761e-05,0.00023823,NA,NA,4.58134e-06,3.66508e-05,2.29067e-05,6.41388e-05,NA,4.58134e-06,NA,NA,NA,9.16269e-06,4.58134e-06,NA,4.58134e-06,NA,9.16269e-06,4.58134e-06,NA,NA,NA,NA,NA,1.83254e-05,4.58134e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TG_ID083_WG_T5_S17,0.00233806,NA,0.000114683,0.000288558,0.00165366,2.95957e-05,0.000381045,NA,2.21968e-05,4.43936e-05,0.000125782,7.39893e-06,0.000488329,3.69946e-06,NA,0.222848,0.000258962,3.69946e-06,0.000599313,0.000203471,1.10984e-05,0.00109504,NA,0.000196072,0.000921167,0.000184973,NA,7.02898e-05,7.39893e-06,NA,0.000199771,NA,NA,NA,NA,0.00185343,0.000699199,0.00116533,NA,4.43936e-05,3.69946e-06,7.39893e-06,7.39893e-06,7.39893e-06,0.000284859,4.43936e-05,0.000240465,0.0020532,0.000466132,0.000225667,0.000647406,0.000325553,0.000910068,NA,NA,1.10984e-05,0.000462433,NA,0.000196072,0.000262662,0.00014058,0.000314454,NA,NA,0.000122082,NA,NA,NA,3.69946e-06,2.58962e-05,NA,7.39893e-06,2.21968e-05,0.000477231,NA,2.58962e-05,0.000295957,NA,4.43936e-05,0.000103585,7.76887e-05,NA,3.69946e-06,NA,NA,NA,NA,NA,NA,5.91914e-05,0.711488,NA,0.000451335,NA,0.0278163,3.69946e-06,0.000395843,NA,NA,NA,NA,NA,0.000680701,NA,1.47979e-05,NA,NA,NA,0.000229367,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.69946e-06,1.47979e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TG_ID083_WG_T4_S39,0.00222363,NA,0.000460062,0.00184025,0.00939294,0.000153354,0.00256868,NA,0.000536739,7.6677e-05,0.000651755,0.000153354,0.00191693,3.83385e-05,NA,0.0220063,0.00122683,NA,0.00337379,0.00103514,0.000115016,0.00448561,NA,0.00176357,0.00287539,3.83385e-05,3.83385e-05,0.000613416,3.83385e-05,NA,0.00118849,NA,3.83385e-05,NA,NA,0.00686259,0.00333545,0.00552075,NA,0.000613416,NA,NA,3.83385e-05,NA,0.00115016,0.000536739,3.83385e-05,0.0100064,0.00233865,0.00115016,0.00184025,0.00107348,0.00483065,NA,3.83385e-05,3.83385e-05,0.00214696,3.83385e-05,0.000536739,0.00237699,0.000690093,0.00191693,NA,NA,0.000920124,NA,NA,NA,NA,0.000153354,NA,0.000115016,0.000498401,0.0019936,NA,0.000115016,0.00222363,NA,3.83385e-05,0.000498401,0.000230031,NA,NA,NA,NA,NA,NA,NA,3.83385e-05,3.83385e-05,0.0778272,NA,0.000498401,NA,0.0132268,NA,0.00172523,NA,NA,NA,NA,NA,0.00245367,NA,0.000115016,NA,NA,NA,0.00126517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000153354,NA,3.83385e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TG_ID083_WG_T3_S170,0.000730721,NA,0.000103964,0.000151491,0.00153867,5.94082e-06,0.000365361,NA,6.83194e-05,2.37633e-05,0.000124757,5.64378e-05,0.000338627,1.48521e-05,NA,0.0680105,0.000151491,2.97041e-06,0.000255455,0.000187136,8.61419e-05,0.000908946,2.97041e-06,0.000115846,0.000383183,0.000228722,2.97041e-06,0.000210899,5.0497e-05,2.97041e-06,0.00014258,NA,5.94082e-06,NA,NA,0.000929739,0.00121787,0.001004,2.07929e-05,0.000100994,NA,2.07929e-05,NA,NA,0.000136639,9.80236e-05,4.15858e-05,0.00177334,0.000199018,0.000160402,0.000207929,8.02011e-05,0.000534674,NA,1.18816e-05,6.83194e-05,0.000641609,2.97041e-06,0.000106935,0.000210899,4.75266e-05,0.000279219,5.94082e-06,NA,9.80236e-05,NA,NA,NA,2.97041e-06,2.67337e-05,NA,1.18816e-05,8.31715e-05,0.00050497,NA,8.91123e-06,0.000237633,2.97041e-06,5.64378e-05,4.15858e-05,8.31715e-05,NA,NA,NA,NA,2.97041e-06,5.94082e-06,NA,2.67337e-05,2.97041e-05,0.238274,2.97041e-06,0.000894094,NA,0.0303546,NA,0.000460414,NA,NA,NA,NA,NA,0.000454473,NA,2.97041e-06,NA,NA,NA,0.000103964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.94082e-06,5.94082e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TG_ID083_WG_T2_S357,0.00107617,1.42539e-05,0.000121158,0.000363475,0.00242317,7.12697e-06,0.000655681,NA,4.27618e-05,7.12697e-05,0.000313587,7.83967e-05,0.000427618,6.41427e-05,NA,0.0676064,0.000548777,3.56349e-05,0.000413364,0.00039911,4.98888e-05,0.00127573,2.13809e-05,0.000121158,0.000655681,0.000156793,2.13809e-05,0.00162495,0.000178174,3.56349e-05,0.000342095,NA,7.12697e-06,NA,7.12697e-06,0.00127573,0.00222361,0.000798221,2.85079e-05,0.00016392,NA,7.12697e-05,1.42539e-05,NA,0.000135412,0.000285079,4.27618e-05,0.00209533,0.000135412,0.000142539,0.000406237,0.000192428,0.00039911,2.13809e-05,4.27618e-05,0.000206682,0.000755459,3.56349e-05,0.000114032,0.00016392,0.000135412,0.000427618,NA,NA,0.000121158,NA,NA,NA,NA,0.000228063,NA,7.12697e-06,3.56349e-05,0.000463253,2.13809e-05,2.13809e-05,0.000199555,7.12697e-06,0.000128285,9.26506e-05,0.000270825,1.42539e-05,NA,NA,NA,5.70158e-05,NA,NA,0.00030646,7.12697e-06,0.209647,3.56349e-05,0.000826729,NA,0.0191217,NA,0.000356349,NA,NA,7.12697e-06,NA,7.12697e-06,0.000349222,NA,7.12697e-06,NA,7.12697e-06,NA,7.12697e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.42539e-05,7.12697e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TG_ID083_WG_T1_S342,0.00049592,NA,9.76812e-05,0.000105195,0.000608629,1.50279e-05,0.000443322,NA,3.00558e-05,2.25418e-05,6.01115e-05,NA,0.000150279,NA,NA,0.203455,0.337158,NA,0.000127737,0.000105195,6.76255e-05,0.000338127,NA,6.01115e-05,0.000157793,0.000232932,NA,0.000105195,0.000165307,NA,0.000127737,NA,NA,7.51394e-06,1.50279e-05,0.000728852,0.000443322,0.000202876,7.51394e-06,0.000112709,NA,2.25418e-05,NA,NA,NA,0.000105195,3.75697e-05,0.00101438,2.25418e-05,7.51394e-06,0.000120223,6.76255e-05,0.000165307,NA,1.50279e-05,3.00558e-05,0.00028553,NA,7.51394e-06,3.00558e-05,1.50279e-05,7.51394e-05,NA,NA,8.26533e-05,7.51394e-06,NA,NA,1.50279e-05,1.50279e-05,NA,NA,NA,0.000413267,2.25418e-05,1.50279e-05,1.50279e-05,NA,6.01115e-05,NA,6.01115e-05,NA,NA,NA,NA,NA,1.50279e-05,NA,6.76255e-05,NA,0.693514,NA,0.000646199,NA,0.0303112,NA,0.000338127,NA,NA,NA,NA,NA,2.25418e-05,NA,NA,NA,NA,NA,NA,7.51394e-06,7.51394e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.50279e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TG_ID083_WG_T1_S3,0.000572032,NA,9.63422e-05,0.000114406,0.000836973,3.01069e-05,0.000469668,NA,3.61283e-05,3.01069e-05,0.000120428,NA,0.00021677,1.20428e-05,6.02139e-06,0.206546,0.393275,NA,0.000162577,0.000150535,8.42994e-05,0.000409454,NA,9.63422e-05,0.000252898,0.000246877,6.02139e-06,0.00013247,0.000210748,NA,0.000168599,NA,NA,6.02139e-06,1.20428e-05,0.000861058,0.000445583,0.000270962,6.02139e-06,0.000138492,NA,4.21497e-05,NA,NA,NA,0.000108385,3.01069e-05,0.00121632,3.61283e-05,1.20428e-05,0.000150535,6.62352e-05,0.00021677,NA,1.20428e-05,4.81711e-05,0.000427518,NA,1.80642e-05,3.61283e-05,1.20428e-05,0.000108385,NA,NA,9.63422e-05,6.02139e-06,NA,NA,1.20428e-05,1.20428e-05,NA,NA,1.20428e-05,0.000463647,3.01069e-05,1.20428e-05,2.40855e-05,NA,7.22566e-05,NA,8.42994e-05,NA,NA,NA,NA,NA,1.20428e-05,NA,0.000138492,6.02139e-06,0.682289,NA,0.000915251,NA,0.0310884,NA,0.000421497,NA,NA,NA,NA,NA,1.80642e-05,NA,NA,NA,NA,NA,NA,1.20428e-05,6.02139e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.80642e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TG_ID082_WL_T5_S405,0.0617025,NA,5.66078e-05,0.00271717,0.00424559,0.00181145,5.66078e-05,NA,0.000226431,0.00283039,0.00628347,0.000226431,0.0390028,NA,0.00317004,0.0283605,0.00532113,0.00050947,0.000452862,5.66078e-05,0.000113216,0.000396255,0.000169823,NA,5.66078e-05,0.000283039,0.000169823,5.66078e-05,0.000169823,NA,0.000169823,NA,5.66078e-05,NA,NA,0.00198127,0.000283039,0.000283039,NA,0.000113216,0.00101894,5.66078e-05,0.000792509,NA,5.66078e-05,0.000339647,NA,0.00124537,NA,NA,0.000113216,0.00050947,0.000169823,NA,0.000113216,0.00181145,0.000396255,5.66078e-05,5.66078e-05,5.66078e-05,0.000169823,5.66078e-05,NA,NA,NA,0.000452862,NA,NA,NA,0.000339647,NA,0.00124537,NA,0.000226431,5.66078e-05,0.000169823,0.000169823,NA,0.0014718,0.000113216,5.66078e-05,NA,NA,NA,NA,0.000169823,0.000169823,0.000339647,NA,5.66078e-05,0.0904593,NA,NA,NA,0.000226431,NA,0.00158502,NA,NA,NA,NA,NA,0.00837795,NA,NA,NA,5.66078e-05,NA,NA,NA,NA,NA,NA,NA,5.66078e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TG_ID082_WL_T4_S84,0.000506757,1.98728e-05,1.98728e-05,1.98728e-05,0.00220588,0.000238474,1.98728e-05,NA,NA,0.00066574,0.00137123,0.000198728,0.00154014,3.97457e-05,8.94277e-05,0.0343005,0.00518681,0.000149046,1.98728e-05,3.97457e-05,5.96185e-05,0.000745231,0.000188792,1.98728e-05,8.94277e-05,NA,4.96821e-05,0.000298092,3.97457e-05,9.93642e-06,1.98728e-05,NA,NA,9.93642e-06,9.93642e-06,0.000427266,0.00505764,0.000635931,NA,1.98728e-05,0.000158983,9.93642e-06,0.000149046,9.93642e-06,0.000119237,NA,2.98092e-05,0.000198728,9.93642e-06,9.93642e-06,5.96185e-05,8.94277e-05,2.98092e-05,NA,NA,0.000288156,0.000327902,9.93642e-06,3.97457e-05,4.96821e-05,NA,3.97457e-05,1.98728e-05,NA,1.98728e-05,9.93642e-06,NA,NA,1.98728e-05,0.000288156,NA,0.000198728,NA,7.94913e-05,NA,9.93642e-06,0.000347775,2.98092e-05,0.000884341,9.93642e-06,5.96185e-05,NA,NA,NA,1.98728e-05,NA,0.000149046,4.96821e-05,NA,NA,0.0862878,NA,1.98728e-05,NA,0.000208665,NA,0.000208665,9.93642e-06,NA,NA,NA,NA,3.97457e-05,NA,NA,1.98728e-05,NA,9.93642e-06,1.98728e-05,NA,NA,NA,NA,9.93642e-06,NA,NA,2.98092e-05,NA,NA,NA,NA,9.93642e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TG_ID082_WL_T3_S400,0.00179832,NA,1.02957e-05,8.23659e-05,0.0040119,4.11829e-05,0.000295144,NA,6.86382e-06,0.000288281,0.000888865,0.000456444,0.00037751,0.000140708,1.71596e-05,0.186737,0.00243666,0.000175027,0.000267689,0.00068295,1.71596e-05,0.000813363,2.74553e-05,0.000168164,0.000518219,3.7751e-05,8.57978e-05,0.000106389,6.86382e-05,0.000195619,0.000418693,NA,6.86382e-06,NA,6.17744e-05,0.00133501,0.00133845,0.000274553,0.000199051,0.000497627,5.83425e-05,0.000363783,5.49106e-05,6.86382e-06,9.95254e-05,0.000404965,NA,0.00169193,0.000542242,0.000370646,1.71596e-05,0.000432421,0.000597153,NA,6.86382e-06,0.00145856,0.00116342,6.86382e-05,0.000549106,4.11829e-05,0.0001613,0.00046674,5.49106e-05,NA,0.000113253,3.43191e-06,NA,3.43191e-06,3.43191e-06,0.000823659,NA,6.86382e-05,0.000126981,0.000511355,NA,8.57978e-05,0.000525082,1.02957e-05,0.00039467,2.05915e-05,0.00021621,0.000102957,NA,NA,NA,0.000223074,0.000116685,3.43191e-06,1.37276e-05,1.71596e-05,0.493217,0.000188755,8.92297e-05,NA,0.000501059,1.02957e-05,3.43191e-05,NA,NA,6.86382e-06,1.02957e-05,4.46148e-05,0.00021621,NA,6.86382e-06,NA,1.37276e-05,6.86382e-06,3.43191e-06,NA,NA,NA,NA,3.43191e-06,3.43191e-06,3.43191e-06,3.43191e-06,NA,NA,6.86382e-06,NA,1.37276e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TG_ID082_WL_T2_S345,0.000966268,NA,3.08383e-05,5.13972e-05,0.00356183,2.05589e-05,0.000282685,NA,1.02794e-05,0.000277545,0.000616767,0.000406038,0.000303244,0.000200449,5.13972e-06,0.0435849,0.00613683,0.000221008,0.000231288,0.000765819,4.11178e-05,0.000848054,2.05589e-05,0.000128493,0.000488274,3.59781e-05,7.70959e-05,0.000164471,6.16767e-05,0.000292964,0.000508833,NA,NA,5.13972e-06,9.2515e-05,0.000991967,0.00110504,0.000210729,0.000226148,0.000477994,4.11178e-05,0.000406038,4.11178e-05,1.54192e-05,5.6537e-05,0.000400898,NA,0.00168069,0.000575649,0.000411178,3.59781e-05,0.000462575,0.000647605,1.02794e-05,1.02794e-05,0.00183488,0.000791517,5.13972e-05,0.000493413,1.02794e-05,0.00019531,0.000483134,5.6537e-05,NA,6.16767e-05,2.05589e-05,NA,NA,5.13972e-06,0.00115644,NA,9.2515e-05,0.000174751,0.000539671,5.13972e-06,0.000128493,0.000591068,5.13972e-06,0.000292964,1.02794e-05,0.000236427,8.73753e-05,NA,5.13972e-06,NA,0.000272405,0.000169611,1.02794e-05,1.54192e-05,5.13972e-06,0.128457,0.000154192,7.70959e-05,NA,8.22356e-05,1.02794e-05,2.05589e-05,NA,5.13972e-06,NA,1.02794e-05,3.59781e-05,1.54192e-05,NA,5.13972e-06,NA,1.54192e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.54192e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TG_ID082_WL_T1_S305,0.00106928,4.54134e-05,3.71564e-05,0.00013624,0.00786065,0.000363307,0.000677073,NA,0.00013624,0.00123442,0.00180002,0.000416978,0.000412849,0.000239453,NA,0.0123235,0.0528282,0.000123855,0.00090414,0.000850469,0.000445877,0.00210966,0.000305508,0.000470648,0.00118901,0.000189911,0.000210553,0.0013624,0.000251838,0.000293123,0.000697715,NA,1.23855e-05,3.71564e-05,0.000210553,0.00254728,0.00329041,0.000693587,9.90838e-05,0.000577989,0.000334408,0.000594503,0.000115598,0.000107341,0.000264224,0.000561475,4.12849e-06,0.00315004,0.000544961,0.000594503,0.000198168,0.000668816,0.00104451,5.36704e-05,0.00013624,0.00184956,0.00104038,0.000140369,0.000697715,0.000375693,0.00030138,0.000755514,0.00024771,1.6514e-05,0.000210553,0.000161011,NA,4.12849e-06,2.06425e-05,0.000937168,1.23855e-05,0.000156883,0.000268352,0.00313353,7.43129e-05,0.000119726,0.000582117,9.49553e-05,0.00104038,0.000198168,0.000396335,8.66983e-05,NA,2.88994e-05,2.4771e-05,0.000379821,0.000739,8.25698e-06,0.000251838,0.000123855,0.0356413,0.000227067,0.000185782,NA,7.84414e-05,7.01844e-05,0.000222939,4.12849e-06,8.25698e-06,7.84414e-05,4.95419e-05,0.000214682,5.77989e-05,NA,4.54134e-05,NA,4.12849e-06,7.43129e-05,2.06425e-05,NA,4.12849e-06,NA,3.71564e-05,4.95419e-05,8.25698e-06,4.54134e-05,4.12849e-06,NA,NA,8.25698e-06,NA,4.95419e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TG_ID082_WG_T5_S131,0.00769821,NA,NA,5.36461e-05,0.00246772,0.000375522,NA,NA,5.36461e-05,0.00160938,0.0010461,NA,0.0102196,NA,0.000241407,0.419324,0.834062,0.000160938,5.36461e-05,0.000295053,2.6823e-05,0.00225313,5.36461e-05,2.6823e-05,8.04691e-05,0.000214584,NA,0.000134115,5.36461e-05,NA,8.04691e-05,NA,5.36461e-05,NA,2.6823e-05,0.00026823,0.0010461,0.00193126,NA,NA,0.000107292,2.6823e-05,0.000107292,NA,2.6823e-05,2.6823e-05,NA,0.000295053,2.6823e-05,5.36461e-05,NA,5.36461e-05,NA,NA,2.6823e-05,0.000455991,0.00528414,NA,2.6823e-05,0.000107292,NA,5.36461e-05,NA,NA,NA,0.000241407,NA,NA,NA,0.00026823,NA,0.000107292,NA,8.04691e-05,NA,NA,0.000536461,2.6823e-05,0.00061693,NA,2.6823e-05,NA,NA,0.000160938,NA,NA,8.04691e-05,NA,2.6823e-05,NA,1.12898,NA,0.000187761,NA,0.00300418,NA,2.6823e-05,NA,NA,NA,2.6823e-05,2.6823e-05,0.000724222,NA,NA,NA,2.6823e-05,NA,2.6823e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TG_ID082_WG_T4_S130,0.00406577,7.46012e-06,2.98405e-05,4.47607e-05,0.00246184,0.000111902,6.71411e-05,NA,2.23804e-05,0.000320785,0.000350626,6.71411e-05,0.00208883,2.98405e-05,2.23804e-05,0.351692,1.37794,3.73006e-05,0.000156663,0.000298405,0.000141742,0.000865374,2.23804e-05,7.46012e-05,0.000186503,7.46012e-05,2.98405e-05,8.95214e-05,4.47607e-05,5.22208e-05,5.9681e-05,7.46012e-06,3.73006e-05,7.46012e-06,1.49202e-05,0.000417767,0.00190979,0.000581889,3.73006e-05,2.98405e-05,2.23804e-05,7.46012e-06,2.23804e-05,1.49202e-05,4.47607e-05,6.71411e-05,NA,0.000544589,4.47607e-05,2.23804e-05,5.9681e-05,0.000141742,4.47607e-05,7.46012e-06,2.23804e-05,0.000276024,0.0039091,2.98405e-05,0.000164123,2.23804e-05,2.98405e-05,9.69816e-05,8.20613e-05,NA,7.46012e-06,8.95214e-05,NA,2.98405e-05,4.47607e-05,0.000134282,7.46012e-06,7.46012e-06,NA,0.000126822,6.71411e-05,1.49202e-05,0.000238724,7.46012e-06,0.000469988,4.47607e-05,7.46012e-05,7.46012e-06,NA,NA,NA,2.23804e-05,8.20613e-05,1.49202e-05,2.98405e-05,2.23804e-05,0.95732,1.49202e-05,0.000193963,NA,0.00352864,NA,7.46012e-05,NA,1.49202e-05,2.23804e-05,NA,2.23804e-05,0.000507288,NA,7.46012e-06,7.46012e-06,2.23804e-05,7.46012e-06,2.23804e-05,NA,NA,7.46012e-06,NA,3.73006e-05,7.46012e-06,NA,NA,7.46012e-06,NA,7.46012e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
